;date;time;consumption (w);generation (w);temperature (˚C);humidity (%);radiation (Wm^2);isoweekday;period_of_day
0;2019-01-01;00:05:00;2985;0;8.7;76.0;0.0;2;1
1;2019-01-01;00:10:00;2258;0;8.6;76.0;0.0;2;1
2;2019-01-01;00:15:00;2266;0;8.7;76.0;0.0;2;1
3;2019-01-01;00:20:00;3016;0;8.7;76.0;0.0;2;1
4;2019-01-01;00:25:00;2265;0;8.6;76.0;0.0;2;1
5;2019-01-01;00:30:00;2253;0;8.3;76.0;0.0;2;1
6;2019-01-01;00:35:00;2598;0;8.3;78.0;0.0;2;1
7;2019-01-01;00:40:00;2617;0;8.3;78.0;0.0;2;1
8;2019-01-01;00:45:00;2249;0;8.1;78.0;0.0;2;1
9;2019-01-01;00:50:00;2253;0;8.1;79.0;0.0;2;1
10;2019-01-01;00:55:00;2961;0;8.2;79.0;0.0;2;1
11;2019-01-01;01:00:00;2251;0;8.2;78.0;0.0;2;1
12;2019-01-01;01:05:00;2258;0;8.2;78.0;0.0;2;1
13;2019-01-01;01:10:00;2893;0;8.1;78.0;0.0;2;1
14;2019-01-01;01:15:00;2250;0;7.9;78.0;0.0;2;1
15;2019-01-01;01:20:00;2229;0;7.8;78.0;0.0;2;1
16;2019-01-01;01:25:00;2960;0;7.8;79.0;0.0;2;1
17;2019-01-01;01:30:00;2315;0;7.6;79.0;0.0;2;1
18;2019-01-01;01:35:00;2252;0;7.6;80.0;0.0;2;1
19;2019-01-01;01:40:00;2244;0;7.6;80.0;0.0;2;1
20;2019-01-01;01:45:00;2942;0;7.4;80.0;0.0;2;1
21;2019-01-01;01:50:00;2245;0;7.4;81.0;0.0;2;1
22;2019-01-01;01:55:00;2246;0;7.5;81.0;0.0;2;1
23;2019-01-01;02:00:00;2945;0;7.4;81.0;0.0;2;1
24;2019-01-01;02:05:00;2243;0;7.4;81.0;0.0;2;1
25;2019-01-01;02:10:00;2236;0;7.5;81.0;0.0;2;1
26;2019-01-01;02:15:00;2445;0;7.4;81.0;0.0;2;1
27;2019-01-01;02:20:00;2668;0;7.3;81.0;0.0;2;1
28;2019-01-01;02:25:00;2243;0;7.1;81.0;0.0;2;1
29;2019-01-01;02:30:00;2237;0;6.9;82.0;0.0;2;1
30;2019-01-01;02:35:00;2955;0;6.9;82.0;0.0;2;1
31;2019-01-01;02:40:00;2250;0;6.8;82.0;0.0;2;1
32;2019-01-01;02:45:00;2251;0;6.8;82.0;0.0;2;1
33;2019-01-01;02:50:00;2932;0;6.7;82.0;0.0;2;1
34;2019-01-01;02:55:00;2303;0;6.7;83.0;0.0;2;1
35;2019-01-01;03:00:00;2237;0;6.7;83.0;0.0;2;1
36;2019-01-01;03:05:00;2472;0;6.8;82.0;0.0;2;1
37;2019-01-01;03:10:00;2898;0;6.7;82.0;0.0;2;1
38;2019-01-01;03:15:00;2259;0;6.7;82.0;0.0;2;1
39;2019-01-01;03:20:00;2267;0;6.6;82.0;0.0;2;1
40;2019-01-01;03:25:00;2419;0;6.8;82.0;0.0;2;1
41;2019-01-01;03:30:00;2864;0;6.8;82.0;0.0;2;1
42;2019-01-01;03:35:00;2273;0;6.8;81.0;0.0;2;1
43;2019-01-01;03:40:00;2250;0;6.8;81.0;0.0;2;1
44;2019-01-01;03:45:00;2967;0;6.7;81.0;0.0;2;1
45;2019-01-01;03:50:00;2263;0;6.7;81.0;0.0;2;1
46;2019-01-01;03:55:00;2251;0;6.6;81.0;0.0;2;1
47;2019-01-01;04:00:00;2319;0;6.6;81.0;0.0;2;1
48;2019-01-01;04:05:00;2893;0;6.5;81.0;0.0;2;1
49;2019-01-01;04:10:00;2269;0;6.5;82.0;0.0;2;1
50;2019-01-01;04:15:00;2270;0;6.5;82.0;0.0;2;1
51;2019-01-01;04:20:00;3015;0;6.4;82.0;0.0;2;1
52;2019-01-01;04:25:00;2256;0;6.3;82.0;0.0;2;1
53;2019-01-01;04:30:00;2248;0;6.3;82.0;0.0;2;1
54;2019-01-01;04:35:00;2267;0;6.3;82.0;0.0;2;1
55;2019-01-01;04:40:00;2958;0;6.2;82.0;0.0;2;1
56;2019-01-01;04:45:00;2256;0;6.2;82.0;0.0;2;1
57;2019-01-01;04:50:00;2249;0;6.3;82.0;0.0;2;1
58;2019-01-01;04:55:00;2724;0;6.3;82.0;0.0;2;1
59;2019-01-01;05:00:00;2487;0;6.3;82.0;0.0;2;1
60;2019-01-01;05:05:00;2257;0;6.3;82.0;0.0;2;1
61;2019-01-01;05:10:00;2240;0;6.2;82.0;0.0;2;1
62;2019-01-01;05:15:00;2974;0;6.1;82.0;0.0;2;1
63;2019-01-01;05:20:00;2247;0;6.1;82.0;0.0;2;1
64;2019-01-01;05:25:00;2248;0;6.0;82.0;0.0;2;1
65;2019-01-01;05:30:00;2249;0;6.0;82.0;0.0;2;1
66;2019-01-01;05:35:00;3018;0;5.9;82.0;0.0;2;1
67;2019-01-01;05:40:00;2247;0;5.9;83.0;0.0;2;1
68;2019-01-01;05:45:00;2254;0;5.8;83.0;0.0;2;1
69;2019-01-01;05:50:00;2634;0;5.8;83.0;0.0;2;1
70;2019-01-01;05:55:00;2523;0;5.8;83.0;0.0;2;1
71;2019-01-01;06:00:00;2263;0;5.8;83.0;0.0;2;2
72;2019-01-01;06:05:00;2264;0;5.8;83.0;0.0;2;2
73;2019-01-01;06:10:00;2761;0;5.7;83.0;0.0;2;2
74;2019-01-01;06:15:00;2379;0;5.7;83.0;0.0;2;2
75;2019-01-01;06:20:00;2239;0;5.6;83.0;0.0;2;2
76;2019-01-01;06:25:00;2247;0;5.6;83.0;0.0;2;2
77;2019-01-01;06:30:00;2922;0;5.5;84.0;0.0;2;2
78;2019-01-01;06:35:00;2253;0;5.4;84.0;0.0;2;2
79;2019-01-01;06:40:00;2241;0;5.4;84.0;0.0;2;2
80;2019-01-01;06:45:00;2263;0;5.4;84.0;0.0;2;2
81;2019-01-01;06:50:00;2927;0;5.4;84.0;0.0;2;2
82;2019-01-01;06:55:00;2243;0;5.4;84.0;0.0;2;2
83;2019-01-01;07:00:00;2253;0;5.6;84.0;0.0;2;2
84;2019-01-01;07:05:00;2263;0;5.6;84.0;0.0;2;2
85;2019-01-01;07:10:00;2867;0;5.5;83.0;0.0;2;2
86;2019-01-01;07:15:00;2255;0;5.4;84.0;0.0;2;2
87;2019-01-01;07:20:00;2241;0;5.4;84.0;0.0;2;2
88;2019-01-01;07:25:00;2247;0;5.3;84.0;0.0;2;2
89;2019-01-01;07:30:00;2920;0;5.3;84.0;0.0;2;2
90;2019-01-01;07:35:00;2236;0;5.3;84.0;0.0;2;2
91;2019-01-01;07:40:00;2228;0;5.3;84.0;0.0;2;2
92;2019-01-01;07:45:00;2243;0;5.2;84.0;0.0;2;2
93;2019-01-01;07:50:00;2931;0;5.2;84.0;0.0;2;2
94;2019-01-01;07:55:00;2255;0;5.2;85.0;0.0;2;2
95;2019-01-01;08:00:00;2226;0;5.2;85.0;1.0;2;2
96;2019-01-01;08:05:00;2267;0;5.2;85.0;6.0;2;2
97;2019-01-01;08:10:00;2905;0;5.2;84.0;8.0;2;2
98;2019-01-01;08:15:00;2241;0;5.2;85.0;11.0;2;2
99;2019-01-01;08:20:00;2236;0;5.2;85.0;13.0;2;2
100;2019-01-01;08:25:00;2236;0;5.3;85.0;16.0;2;2
101;2019-01-01;08:30:00;2917;0;5.4;84.0;22.0;2;2
102;2019-01-01;08:35:00;2247;0;5.6;84.0;28.0;2;2
103;2019-01-01;08:40:00;2234;0;5.7;83.0;36.0;2;2
104;2019-01-01;08:45:00;2244;0;5.8;83.0;45.0;2;2
105;2019-01-01;08:50:00;2988;0;5.9;83.0;56.0;2;2
106;2019-01-01;08:55:00;2243;0;6.0;83.0;68.0;2;2
107;2019-01-01;09:00:00;2243;0;6.2;82.0;81.0;2;2
108;2019-01-01;09:05:00;2290;0;6.4;82.0;94.0;2;2
109;2019-01-01;09:10:00;2982;0;6.7;81.0;108.0;2;2
110;2019-01-01;09:15:00;2255;0;6.9;80.0;121.0;2;2
111;2019-01-01;09:20:00;2230;0;7.1;80.0;135.0;2;2
112;2019-01-01;09:25:00;2234;0;7.2;79.0;150.0;2;2
113;2019-01-01;09:30:00;2986;0;7.4;78.0;165.0;2;2
114;2019-01-01;09:35:00;2246;0;7.7;77.0;180.0;2;2
115;2019-01-01;09:40:00;2227;0;7.9;77.0;193.0;2;2
116;2019-01-01;09:45:00;2385;0;8.1;76.0;205.0;2;2
117;2019-01-01;09:50:00;2795;0;8.2;76.0;215.0;2;2
118;2019-01-01;09:55:00;2236;0;8.3;75.0;226.0;2;2
119;2019-01-01;10:00:00;2233;0;8.4;74.0;238.0;2;2
120;2019-01-01;10:05:00;2694;0;8.5;75.0;248.0;2;2
121;2019-01-01;10:10:00;2405;0;8.6;74.0;259.0;2;2
122;2019-01-01;10:15:00;2233;0;8.8;74.0;268.0;2;2
123;2019-01-01;10:20:00;2233;0;8.9;73.0;277.0;2;2
124;2019-01-01;10:25:00;2994;0;9.0;72.0;288.0;2;2
125;2019-01-01;10:30:00;2243;0;9.1;73.0;297.0;2;2
126;2019-01-01;10:35:00;2267;0;9.3;72.0;307.0;2;2
127;2019-01-01;10:40:00;2259;0;9.3;71.0;314.0;2;2
128;2019-01-01;10:45:00;2969;0;9.6;72.0;321.0;2;2
129;2019-01-01;10:50:00;2250;0;9.8;71.0;328.0;2;2
130;2019-01-01;10:55:00;2246;0;10.1;71.0;337.0;2;2
131;2019-01-01;11:00:00;2832;0;10.3;70.0;341.0;2;2
132;2019-01-01;11:05:00;2389;0;10.6;69.0;347.0;2;2
133;2019-01-01;11:10:00;2248;0;10.8;69.0;354.0;2;2
134;2019-01-01;11:15:00;2328;0;11.1;67.0;361.0;2;2
135;2019-01-01;11:20:00;2902;0;11.4;67.0;367.0;2;2
136;2019-01-01;11:25:00;2244;0;11.8;66.0;373.0;2;2
137;2019-01-01;11:30:00;2246;0;11.7;65.0;379.0;2;2
138;2019-01-01;11:35:00;3106;0;11.8;65.0;387.0;2;2
139;2019-01-01;11:40:00;2252;0;12.2;65.0;397.0;2;2
140;2019-01-01;11:45:00;2255;0;12.6;64.0;400.0;2;2
141;2019-01-01;11:50:00;3091;0;12.8;62.0;403.0;2;2
142;2019-01-01;11:55:00;2249;0;12.9;62.0;406.0;2;2
143;2019-01-01;12:00:00;2253;0;13.2;62.0;410.0;2;3
144;2019-01-01;12:05:00;3109;0;13.4;61.0;412.0;2;3
145;2019-01-01;12:10:00;2250;0;13.7;61.0;417.0;2;3
146;2019-01-01;12:15:00;2247;0;13.9;59.0;420.0;2;3
147;2019-01-01;12:20:00;3001;0;14.2;58.0;420.0;2;3
148;2019-01-01;12:25:00;2237;0;14.4;57.0;420.0;2;3
149;2019-01-01;12:30:00;2383;0;14.6;56.0;420.0;2;3
150;2019-01-01;12:35:00;2906;0;14.6;55.0;424.0;2;3
151;2019-01-01;12:40:00;2231;0;14.7;55.0;422.0;2;3
152;2019-01-01;12:45:00;2950;0;14.7;55.0;424.0;2;3
153;2019-01-01;12:50:00;2366;0;14.8;55.0;420.0;2;3
154;2019-01-01;12:55:00;2240;0;14.9;53.0;420.0;2;3
155;2019-01-01;13:00:00;3087;0;15.1;50.0;419.0;2;3
156;2019-01-01;13:05:00;2266;0;15.2;50.0;419.0;2;3
157;2019-01-01;13:10:00;2409;0;15.3;49.0;417.0;2;3
158;2019-01-01;13:15:00;3037;0;15.3;50.0;414.0;2;3
159;2019-01-01;13:20:00;2247;0;15.4;50.0;412.0;2;3
160;2019-01-01;13:25:00;3122;0;15.4;51.0;410.0;2;3
161;2019-01-01;13:30:00;2243;0;15.4;51.0;406.0;2;3
162;2019-01-01;13:35:00;2257;0;15.5;51.0;401.0;2;3
163;2019-01-01;13:40:00;3148;0;15.5;52.0;394.0;2;3
164;2019-01-01;13:45:00;2250;0;15.7;53.0;393.0;2;3
165;2019-01-01;13:50:00;3137;0;15.7;52.0;383.0;2;3
166;2019-01-01;13:55:00;2238;0;15.8;53.0;374.0;2;3
167;2019-01-01;14:00:00;2855;0;15.8;54.0;367.0;2;3
168;2019-01-01;14:05:00;2609;0;15.8;54.0;335.0;2;3
169;2019-01-01;14:10:00;2250;0;15.8;54.0;262.0;2;3
170;2019-01-01;14:15:00;3242;0;15.8;54.0;310.0;2;3
171;2019-01-01;14:20:00;2232;0;15.6;55.0;318.0;2;3
172;2019-01-01;14:25:00;3206;0;15.7;56.0;336.0;2;3
173;2019-01-01;14:30:00;2232;0;15.7;59.0;280.0;2;3
174;2019-01-01;14:35:00;2638;0;15.6;60.0;314.0;2;3
175;2019-01-01;14:40:00;2789;0;15.3;60.0;313.0;2;3
176;2019-01-01;14:45:00;2241;0;15.3;60.0;309.0;2;3
177;2019-01-01;14:50:00;3168;0;15.3;60.0;304.0;2;3
178;2019-01-01;14:55:00;2244;0;15.2;60.0;299.0;2;3
179;2019-01-01;15:00:00;3207;0;15.0;60.0;291.0;2;3
180;2019-01-01;15:05:00;2243;0;14.9;59.0;273.0;2;3
181;2019-01-01;15:10:00;2825;0;14.8;58.0;252.0;2;3
182;2019-01-01;15:15:00;2378;0;14.6;59.0;229.0;2;3
183;2019-01-01;15:20:00;2318;0;14.4;60.0;245.0;2;3
184;2019-01-01;15:25:00;3123;0;14.4;61.0;228.0;2;3
185;2019-01-01;15:30:00;2241;0;14.2;61.0;178.0;2;3
186;2019-01-01;15:35:00;3138;0;14.1;61.0;179.0;2;3
187;2019-01-01;15:40:00;2249;0;14.0;61.0;196.0;2;3
188;2019-01-01;15:45:00;2975;0;14.0;60.0;185.0;2;3
189;2019-01-01;15:50:00;2237;0;14.0;59.0;152.0;2;3
190;2019-01-01;15:55:00;2321;0;13.8;59.0;121.0;2;3
191;2019-01-01;16:00:00;2972;0;13.7;60.0;105.0;2;3
192;2019-01-01;16:05:00;2265;0;13.6;62.0;123.0;2;3
193;2019-01-01;16:10:00;3097;0;13.6;63.0;121.0;2;3
194;2019-01-01;16:15:00;2243;0;13.6;63.0;106.0;2;3
195;2019-01-01;16:20:00;2811;0;13.5;64.0;91.0;2;3
196;2019-01-01;16:25:00;2514;0;13.4;65.0;77.0;2;3
197;2019-01-01;16:30:00;2254;0;13.3;66.0;64.0;2;3
198;2019-01-01;16:35:00;3116;0;13.2;68.0;45.0;2;3
199;2019-01-01;16:40:00;2255;0;13.1;69.0;33.0;2;3
200;2019-01-01;16:45:00;2759;0;12.9;69.0;27.0;2;3
201;2019-01-01;16:50:00;2578;0;12.8;70.0;19.0;2;3
202;2019-01-01;16:55:00;2255;0;12.6;72.0;16.0;2;3
203;2019-01-01;17:00:00;3062;0;12.5;73.0;14.0;2;3
204;2019-01-01;17:05:00;2273;0;12.4;74.0;12.0;2;3
205;2019-01-01;17:10:00;2261;0;12.3;75.0;10.0;2;3
206;2019-01-01;17:15:00;2939;0;12.2;75.0;7.0;2;3
207;2019-01-01;17:20:00;2240;0;12.1;76.0;2.0;2;3
208;2019-01-01;17:25:00;2932;0;12.0;77.0;0.0;2;3
209;2019-01-01;17:30:00;2368;0;11.9;77.0;0.0;2;3
210;2019-01-01;17:35:00;2261;0;11.8;78.0;0.0;2;3
211;2019-01-01;17:40:00;2999;0;11.7;79.0;0.0;2;3
212;2019-01-01;17:45:00;2252;0;11.7;79.0;0.0;2;3
213;2019-01-01;17:50:00;2248;0;11.6;80.0;0.0;2;3
214;2019-01-01;17:55:00;2979;0;11.4;80.0;0.0;2;3
215;2019-01-01;18:00:00;2242;0;11.4;80.0;0.0;2;4
216;2019-01-01;18:05:00;2319;0;11.3;80.0;0.0;2;4
217;2019-01-01;18:10:00;2902;0;11.2;80.0;0.0;2;4
218;2019-01-01;18:15:00;2249;0;11.2;81.0;0.0;2;4
219;2019-01-01;18:20:00;2742;0;11.1;81.0;0.0;2;4
220;2019-01-01;18:25:00;2490;0;11.0;80.0;0.0;2;4
221;2019-01-01;18:30:00;2236;0;10.9;80.0;0.0;2;4
222;2019-01-01;18:35:00;2859;0;10.9;81.0;0.0;2;4
223;2019-01-01;18:40:00;2413;0;10.9;81.0;0.0;2;4
224;2019-01-01;18:45:00;2250;0;10.8;81.0;0.0;2;4
225;2019-01-01;18:50:00;2987;0;10.8;81.0;0.0;2;4
226;2019-01-01;18:55:00;2264;0;10.7;82.0;0.0;2;4
227;2019-01-01;19:00:00;2238;0;10.8;82.0;0.0;2;4
228;2019-01-01;19:05:00;2975;0;10.7;82.0;0.0;2;4
229;2019-01-01;19:10:00;2234;0;10.6;83.0;0.0;2;4
230;2019-01-01;19:15:00;2247;0;10.5;83.0;0.0;2;4
231;2019-01-01;19:20:00;2965;0;10.5;84.0;0.0;2;4
232;2019-01-01;19:25:00;2242;0;10.4;84.0;0.0;2;4
233;2019-01-01;19:30:00;2242;0;10.3;83.0;0.0;2;4
234;2019-01-01;19:35:00;2712;0;9.9;84.0;0.0;2;4
235;2019-01-01;19:40:00;2476;0;9.7;84.0;0.0;2;4
236;2019-01-01;19:45:00;2253;0;9.7;85.0;0.0;2;4
237;2019-01-01;19:50:00;2789;0;9.8;86.0;0.0;2;4
238;2019-01-01;19:55:00;2369;0;9.8;86.0;0.0;2;4
239;2019-01-01;20:00:00;2256;0;9.8;86.0;0.0;2;4
240;2019-01-01;20:05:00;2726;0;9.8;86.0;0.0;2;4
241;2019-01-01;20:10:00;2479;0;9.7;86.0;0.0;2;4
242;2019-01-01;20:15:00;2250;0;9.6;86.0;0.0;2;4
243;2019-01-01;20:20:00;2231;0;9.7;86.0;0.0;2;4
244;2019-01-01;20:25:00;2952;0;9.8;85.0;0.0;2;4
245;2019-01-01;20:30:00;2240;0;9.7;84.0;0.0;2;4
246;2019-01-01;20:35:00;2256;0;9.6;84.0;0.0;2;4
247;2019-01-01;20:40:00;2974;0;9.4;85.0;0.0;2;4
248;2019-01-01;20:45:00;2248;0;9.2;85.0;0.0;2;4
249;2019-01-01;20:50:00;2246;0;9.1;85.0;0.0;2;4
250;2019-01-01;20:55:00;2994;0;9.0;86.0;0.0;2;4
251;2019-01-01;21:00:00;2238;0;8.9;87.0;0.0;2;4
252;2019-01-01;21:05:00;2252;0;8.9;87.0;0.0;2;4
253;2019-01-01;21:10:00;2958;0;8.8;87.0;0.0;2;4
254;2019-01-01;21:15:00;2242;0;8.7;87.0;0.0;2;4
255;2019-01-01;21:20:00;2229;0;8.5;87.0;0.0;2;4
256;2019-01-01;21:25:00;2387;0;8.3;87.0;0.0;2;4
257;2019-01-01;21:30:00;2794;0;8.2;88.0;0.0;2;4
258;2019-01-01;21:35:00;2235;0;8.1;88.0;0.0;2;4
259;2019-01-01;21:40:00;2224;0;7.8;88.0;0.0;2;4
260;2019-01-01;21:45:00;2938;0;7.7;88.0;0.0;2;4
261;2019-01-01;21:50:00;2257;0;7.7;89.0;0.0;2;4
262;2019-01-01;21:55:00;2259;0;7.7;89.0;0.0;2;4
263;2019-01-01;22:00:00;2887;0;7.8;89.0;0.0;2;4
264;2019-01-01;22:05:00;2256;0;7.7;89.0;0.0;2;4
265;2019-01-01;22:10:00;2250;0;7.8;90.0;0.0;2;4
266;2019-01-01;22:15:00;2250;0;7.7;90.0;0.0;2;4
267;2019-01-01;22:20:00;2955;0;7.8;90.0;0.0;2;4
268;2019-01-01;22:25:00;2257;0;7.8;90.0;0.0;2;4
269;2019-01-01;22:30:00;2242;0;7.8;90.0;0.0;2;4
270;2019-01-01;22:35:00;2939;0;7.8;90.0;0.0;2;4
271;2019-01-01;22:40:00;2233;0;7.8;90.0;0.0;2;4
272;2019-01-01;22:45:00;2250;0;7.8;90.0;0.0;2;4
273;2019-01-01;22:50:00;2439;0;7.8;90.0;0.0;2;4
274;2019-01-01;22:55:00;2675;0;7.8;90.0;0.0;2;4
275;2019-01-01;23:00:00;2242;0;7.8;90.0;0.0;2;4
276;2019-01-01;23:05:00;2245;0;7.7;90.0;0.0;2;4
277;2019-01-01;23:10:00;2950;0;7.2;89.0;0.0;2;4
278;2019-01-01;23:15:00;2242;0;7.1;90.0;0.0;2;4
279;2019-01-01;23:20:00;2239;0;7.2;90.0;0.0;2;4
280;2019-01-01;23:25:00;2255;0;7.2;91.0;0.0;2;4
281;2019-01-01;23:30:00;2867;0;7.3;91.0;0.0;2;4
282;2019-01-01;23:35:00;2245;0;7.1;90.0;0.0;2;4
283;2019-01-01;23:40:00;2224;0;7.1;91.0;0.0;2;4
284;2019-01-01;23:45:00;2844;0;7.0;91.0;0.0;2;4
285;2019-01-01;23:50:00;2241;0;6.9;91.0;0.0;2;4
286;2019-01-01;23:55:00;2241;0;6.8;91.0;0.0;2;4
287;2019-01-02;00:00:00;2250;0;6.8;91.0;0.0;3;1
288;2019-01-02;00:05:00;2969;0;6.7;91.0;0.0;3;1
289;2019-01-02;00:10:00;2298;0;6.6;91.0;0.0;3;1
290;2019-01-02;00:15:00;2259;0;6.6;91.0;0.0;3;1
291;2019-01-02;00:20:00;2817;0;6.6;91.0;0.0;3;1
292;2019-01-02;00:25:00;2495;0;6.5;91.0;0.0;3;1
293;2019-01-02;00:30:00;2248;0;6.5;92.0;0.0;3;1
294;2019-01-02;00:35:00;2269;0;6.6;91.0;0.0;3;1
295;2019-01-02;00:40:00;2937;0;6.5;91.0;0.0;3;1
296;2019-01-02;00:45:00;2266;0;6.4;91.0;0.0;3;1
297;2019-01-02;00:50:00;2252;0;6.4;92.0;0.0;3;1
298;2019-01-02;00:55:00;2350;0;6.6;92.0;0.0;3;1
299;2019-01-02;01:00:00;2960;0;6.6;92.0;0.0;3;1
300;2019-01-02;01:05:00;2271;0;6.6;92.0;0.0;3;1
301;2019-01-02;01:10:00;2259;0;6.6;92.0;0.0;3;1
302;2019-01-02;01:15:00;2948;0;6.7;92.0;0.0;3;1
303;2019-01-02;01:20:00;2245;0;6.6;92.0;0.0;3;1
304;2019-01-02;01:25:00;2250;0;6.5;91.0;0.0;3;1
305;2019-01-02;01:30:00;2247;0;6.3;91.0;0.0;3;1
306;2019-01-02;01:35:00;2972;0;6.1;91.0;0.0;3;1
307;2019-01-02;01:40:00;2254;0;6.1;92.0;0.0;3;1
308;2019-01-02;01:45:00;2258;0;6.1;91.0;0.0;3;1
309;2019-01-02;01:50:00;2877;0;6.1;91.0;0.0;3;1
310;2019-01-02;01:55:00;2302;0;5.9;91.0;0.0;3;1
311;2019-01-02;02:00:00;2248;0;6.0;92.0;0.0;3;1
312;2019-01-02;02:05:00;2244;0;6.1;92.0;0.0;3;1
313;2019-01-02;02:10:00;2877;0;5.9;92.0;0.0;3;1
314;2019-01-02;02:15:00;2240;0;5.8;92.0;0.0;3;1
315;2019-01-02;02:20:00;2235;0;5.8;92.0;0.0;3;1
316;2019-01-02;02:25:00;2253;0;5.7;92.0;0.0;3;1
317;2019-01-02;02:30:00;3058;0;5.6;91.0;0.0;3;1
318;2019-01-02;02:35:00;2264;0;5.5;92.0;0.0;3;1
319;2019-01-02;02:40:00;2251;0;5.6;92.0;0.0;3;1
320;2019-01-02;02:45:00;2537;0;5.6;92.0;0.0;3;1
321;2019-01-02;02:50:00;2858;0;5.7;92.0;0.0;3;1
322;2019-01-02;02:55:00;2252;0;5.7;92.0;0.0;3;1
323;2019-01-02;03:00:00;2248;0;5.6;92.0;0.0;3;1
324;2019-01-02;03:05:00;2608;0;5.6;92.0;0.0;3;1
325;2019-01-02;03:10:00;2678;0;5.6;92.0;0.0;3;1
326;2019-01-02;03:15:00;2249;0;5.4;92.0;0.0;3;1
327;2019-01-02;03:20:00;2261;0;5.3;92.0;0.0;3;1
328;2019-01-02;03:25:00;2813;0;5.2;92.0;0.0;3;1
329;2019-01-02;03:30:00;2253;0;5.1;92.0;0.0;3;1
330;2019-01-02;03:35:00;2259;0;5.1;92.0;0.0;3;1
331;2019-01-02;03:40:00;2245;0;5.0;92.0;0.0;3;1
332;2019-01-02;03:45:00;2780;0;5.0;92.0;0.0;3;1
333;2019-01-02;03:50:00;2256;0;5.1;92.0;0.0;3;1
334;2019-01-02;03:55:00;2254;0;5.1;92.0;0.0;3;1
335;2019-01-02;04:00:00;2252;0;5.1;92.0;0.0;3;1
336;2019-01-02;04:05:00;2979;0;5.1;92.0;0.0;3;1
337;2019-01-02;04:10:00;2247;0;5.1;92.0;0.0;3;1
338;2019-01-02;04:15:00;2262;0;4.9;92.0;0.0;3;1
339;2019-01-02;04:20:00;2257;0;4.9;92.0;0.0;3;1
340;2019-01-02;04:25:00;2998;0;4.9;92.0;0.0;3;1
341;2019-01-02;04:30:00;2256;0;4.9;92.0;0.0;3;1
342;2019-01-02;04:35:00;2264;0;4.8;92.0;0.0;3;1
343;2019-01-02;04:40:00;2253;0;4.8;92.0;0.0;3;1
344;2019-01-02;04:45:00;2924;0;4.8;92.0;0.0;3;1
345;2019-01-02;04:50:00;2241;0;4.8;92.0;0.0;3;1
346;2019-01-02;04:55:00;2244;0;4.7;92.0;0.0;3;1
347;2019-01-02;05:00:00;2524;0;4.6;92.0;0.0;3;1
348;2019-01-02;05:05:00;2680;0;4.5;92.0;0.0;3;1
349;2019-01-02;05:10:00;2248;0;4.5;92.0;0.0;3;1
350;2019-01-02;05:15:00;2247;0;4.6;93.0;0.0;3;1
351;2019-01-02;05:20:00;2611;0;4.6;92.0;0.0;3;1
352;2019-01-02;05:25:00;2531;0;4.6;92.0;0.0;3;1
353;2019-01-02;05:30:00;2222;0;4.3;92.0;0.0;3;1
354;2019-01-02;05:35:00;2234;0;4.2;92.0;0.0;3;1
355;2019-01-02;05:40:00;2225;0;4.2;92.0;0.0;3;1
356;2019-01-02;05:45:00;2847;0;4.3;93.0;0.0;3;1
357;2019-01-02;05:50:00;2254;0;4.3;93.0;0.0;3;1
358;2019-01-02;05:55:00;2230;0;4.3;93.0;0.0;3;1
359;2019-01-02;06:00:00;2367;0;4.3;93.0;0.0;3;2
360;2019-01-02;06:05:00;2719;0;4.1;92.0;0.0;3;2
361;2019-01-02;06:10:00;2255;0;3.9;93.0;0.0;3;2
362;2019-01-02;06:15:00;2262;0;3.9;92.0;0.0;3;2
363;2019-01-02;06:20:00;2231;0;3.9;93.0;0.0;3;2
364;2019-01-02;06:25:00;2913;0;3.8;92.0;0.0;3;2
365;2019-01-02;06:30:00;2235;0;3.8;93.0;0.0;3;2
366;2019-01-02;06:35:00;2268;0;3.8;93.0;0.0;3;2
367;2019-01-02;06:40:00;2250;0;3.8;93.0;0.0;3;2
368;2019-01-02;06:45:00;2883;0;3.8;93.0;0.0;3;2
369;2019-01-02;06:50:00;2248;0;3.8;93.0;0.0;3;2
370;2019-01-02;06:55:00;2247;0;3.7;93.0;0.0;3;2
371;2019-01-02;07:00:00;2236;0;3.6;93.0;0.0;3;2
372;2019-01-02;07:05:00;2940;0;3.6;93.0;0.0;3;2
373;2019-01-02;07:10:00;2251;0;3.6;93.0;0.0;3;2
374;2019-01-02;07:15:00;2248;0;3.6;93.0;0.0;3;2
375;2019-01-02;07:20:00;2231;0;3.6;93.0;0.0;3;2
376;2019-01-02;07:25:00;2897;0;3.6;93.0;0.0;3;2
377;2019-01-02;07:30:00;2241;0;3.6;93.0;0.0;3;2
378;2019-01-02;07:35:00;2258;0;3.6;93.0;0.0;3;2
379;2019-01-02;07:40:00;2248;0;3.7;93.0;0.0;3;2
380;2019-01-02;07:45:00;2607;0;3.8;93.0;0.0;3;2
381;2019-01-02;07:50:00;2528;0;3.8;93.0;0.0;3;2
382;2019-01-02;07:55:00;2242;0;3.7;93.0;0.0;3;2
383;2019-01-02;08:00:00;2246;0;3.7;93.0;0.0;3;2
384;2019-01-02;08:05:00;2256;0;3.6;93.0;5.0;3;2
385;2019-01-02;08:10:00;2916;0;3.6;93.0;8.0;3;2
386;2019-01-02;08:15:00;2236;0;3.6;93.0;10.0;3;2
